항목,클러스터번호,질문
신체학대,4,평소 누구한테 혼나나요? 어떻게 혼나요?
신체학대,4,혼날 때 때리시진 않으셔?
신체학대,4,형이 어떤 것을 자주 시키는데요?
신체학대,4,혼날 땐 주로 어떻게 혼나요?
신체학대,4,혼날 땐 어떻게 혼나요? 맞지는 않아요?
신체학대,4,그럼 혼날 땐 어떻게 혼나요?
신체학대,4,혹시 어제 혼나면서 맞았나요?
신체학대,4,부모님께 혼날 때는 주로 어떻게 혼나요?
신체학대,4,혼이 날 때 맞은 적이 있나요?
신체학대,4,혼날 땐 어떻게 혼나요?
신체학대,4,혼날 때는 어떻게 혼났었나요?
신체학대,4,보통 무슨 일로 혼이 나요? 아버지는 어떻게 혼내셔요?
신체학대,4,그러면 혼낼 때 어른들이 어떻게 혼내는 편이셔?
신체학대,4,평소 혼날 때 어떻게 혼나나요? 누구한테 주로 혼나요?
신체학대,4,혼날 땐 누구한테 어떻게 혼나?
신체학대,4,부모님이 혼낼 때 때리기도 해요?
신체학대,4,"그럼, 평소에 누구한테 어떻게 혼나요?"
신체학대,4,그럼 그 뒤로는 혼날 때에도 맞은 적은 없나요?
신체학대,4,"요즘에 혼날 땐 누구에게, 어떻게 혼나요?"
신체학대,4,평소 혼날 때 누구한테 혼나나요? 어떻게 혼나요?
신체학대,4,혼난 적이 있나요?
신체학대,4,주로 혼날 땐 누구한테 어떻게 혼나나요?
신체학대,4,주로 혼날 때는 누구한테 혼나요? 어떻게 혼나나요?
신체학대,4,주로 어떤 일로 혼나는 거야?
신체학대,4,주로 혼날 때 어떻게 혼나요? 누구한테 혼나요?
신체학대,4,주로 혼날 땐 어떻게 혼나요? 아빠가 혼낼 때 때리시나요?
신체학대,4,혼날 때 어떻게 혼나나요? 주로 누구한테 혼나요?
신체학대,4,주로 혼날 때 어떻게 혼나요? 누구한테 혼나나요?
신체학대,4,주로 혼날 때 어떻게 혼나요? 혼날 때 맞나요?
신체학대,4,혼날 땐 주로 어떻게 혼나요? 맞지는 않아요?
신체학대,4,혼낼 때 어떻게 혼내셔? 때리기도 하셔?
신체학대,4,혼날 때는 어떻게 혼나? 누구한테 혼나?
신체학대,4,주로 혼이 날 땐 어떻게 혼나나요?
신체학대,4,주로 혼날 때 어떻게 혼나요? 누구한테 그렇게 혼나나요?
신체학대,4,주로 혼낼 땐 어떻게 혼나요?
신체학대,4,일주일에 몇 번 정도 혼나요?
신체학대,4,어떻게 혼내셔? 혼낼 때 떄리기도 하셔?
신체학대,4,혼날 때 맞은 적이 있나요?
신체학대,4,혼날 때 주로 어떻게 혼났어요?
신체학대,4,부모님한테 혼날 땐 어떻게 혼났나요?
신체학대,4,혼낼 때 주로 누구한테 어떻게 혼나요?
신체학대,4,최근에도 혼난 적이 있나요? 무엇 때문에 혼났나요?
신체학대,4,"그럼, 주로 어떻게 혼나요?"
신체학대,4,"그럼, 주로 혼날 때는 어떻게 혼나요?"
신체학대,4,그러면 혼날 때 어른들이 어떻게 혼내는 편이셔?
신체학대,4,주로 혼날 땐 어떻게 혼나요? 혼내는 사람이 때리나요?
신체학대,5,아빠가 그렇게 자주 때리세요?
신체학대,5,아빠가 자주 때리시나요?
신체학대,5,평소 새아버지가 자주 때리시니?
신체학대,5,아빠가 친구를 그렇게 자주 때려요?
신체학대,5,평소에도 아빠가 자주 때려요?
신체학대,5,아빠가 자주 때리셔?
신체학대,5,평소에 아빠가 자주 때리셔?
신체학대,5,할아버지가 얼마나 때리나요?
신체학대,5,아빠가 그렇게 자주 때리나요?
신체학대,5,평소 부모님이 자주 때리시나요.
신체학대,5,아빠가 자주 때려?
신체학대,5,평소 부모님이 자주 때리시나요?
신체학대,5,아빠가 얼마나 자주 때리나요?
신체학대,5,평소에 아빠가 자주 때리시나요?
신체학대,5,평소 아빠가 자주 때리시나요?
신체학대,5,아버지가 때리지는 않아요?
신체학대,5,아빠가 어떻게 때렸나요? 얼마나 자주 그랬어요?
신체학대,5,아빠한테 언제부터 맞았어?
신체학대,5,평소 아빠가 자주 때려요?
신체학대,5,평소에 아빠가 자주 때려요?
신체학대,5,아빠가 그렇게 자주 때리셔?
신체학대,5,아빠가 얼마 만에 한 번씩 때려?
신체학대,5,아빠가 무엇으로 어디를 얼마큼 때려?
신체학대,5,아빠한테 어디를 어떻게 맞아? 그렇게 자주 때리셔?
신체학대,5,아빠는 얼마 만에 한 번씩 나를 때려?
신체학대,5,아빠가 자주 때렸어요?
신체학대,5,아빠한테 얼마 만에 한 번씩 맞았어?
신체학대,5,아빠가 자주 때리세요?
신체학대,5,아빠가 그렇게 자주 때렸어요?
신체학대,5,새아빠가 어떻게 때렸나요? 얼마나 자주 그랬어요?
신체학대,5,아빠가 무엇으로 얼마나 때려?
신체학대,5,평소 아빠가 자주 그러시나요?
신체학대,5,아빠는 얼마나 한 번씩 나를 때려?
신체학대,5,아빠가 그렇게 자주 때렸었어?
신체학대,5,아빠한테 어느 부위를 무엇으로 맞았나요? 그렇게 자주 맞았어요?
신체학대,5,평소에 아빠가 그렇게 자주 때리시나요?
신체학대,5,아빠가 평소 술을 자주 마시나요? 평소 술 마시고 무섭게 행동할 때가 많아요?
신체학대,5,아빠한테 어느 부위를 빗자루로 맞았나요?
신체학대,5,아빠가 얼마나 자주 때려요?
신체학대,5,자는 아빠가 주변에서 아무렇게나 가져오신거에요? 아니면 주로 혼날 때 사용하는 도구인가요?
신체학대,5,가출한 기간에 아저씨가 자주 때렸어요?
신체학대,5,평소에 아빠가 자주 때리나요?
신체학대,5,아빠가 자주 때리셨어?
신체학대,5,아빠가 자주 때려요?
신체학대,5,평소 아빠가 자주 때리셔?
신체학대,5,최근에도 아빠가 때렸어?
신체학대,5,아빠가 친구를 자주 때리시니?
신체학대,5,아빠가 자주 그렇게 때리시나요?
신체학대,5,아빠가 자주 그러는 것 같아요?
신체학대,5,아빠가 때리는 일이 많아?
신체학대,6,아빠에게 어느 부위를 무엇으로 맞았어?
신체학대,6,아빠한테 맞은 것  때문에 다치거나 병원에 가서 치료를 받은 적이 있나요?
신체학대,6,아빠가 있을 땐 어땠나요?
신체학대,6,아빠에게 어느 부위를 무엇으로 맞았나요?
신체학대,6,아빠에게 맞아서 얼마나 다쳤나요?
신체학대,6,"아빠한테 맞은 것 때문에, 병원에 가거나 치료를 받은 적 있어요?"
신체학대,6,아빠에게 어느 부위를 무엇으로 맞았어요?
신체학대,6,아빠한테 어느 부위를 무엇으로 맞았어요?
신체학대,6,아빠한테 맞아서 얼마나 다쳤어요?
신체학대,6,아빠한테 맞은 것 때문에 다치거나 병원에 가서 치료를 받은 적 있어?
신체학대,6,아빠한테 어느 부위를 무엇으로 맞았어?
신체학대,6,아빠한테 맞아서 얼마나 다쳤어?
신체학대,6,아빠가 있을 때는 어땠나요?
신체학대,6,아빠에게 맞아서 얼마나 다쳤어요?
신체학대,6,부모님에게 맞아서 얼마나 다쳤나요?
신체학대,6,"아빠가 맞은 것 때문에, 병원에 가서 치료를 받은 적 있어?"
신체학대,6,아빠한테 맞아서 얼마나 다쳤을까?
신체학대,6,아빠한테 어디를 어떤 걸로 맞았나요?
신체학대,6,아빠한테 맞아서 얼마나 다쳤나요?
신체학대,6,"새아빠에게 밀쳐진 것 때문에, 병원에 가서 치료를 받은 적도 있어?"
신체학대,6,아저씨한테 맞아서 얼마나 다쳤어?
신체학대,6,아빠한테 맞은 것 때문에 다치거나 병원에 가서 치료를 받은 적도 있나요?
신체학대,6,아빠 때문에 병원 간 적 있어?
신체학대,6,"아빠에게 맞은 것 때문에 다치거나, 병원에 가서 치료를 받은 적 있어?"
신체학대,6,아빠가 나를 때려서 병원에 가거나 입원한 적 있어?
신체학대,6,아빠한테 어느 부위를 뭐로 맞았어요?
신체학대,6,아빠한테 맞은 것 때문에 다쳐서 병원에 간 적이 있나요?
신체학대,6,아빠한테 맞아서 병원 간 적 있어?
신체학대,6,아빠에게 무엇으로 맞았나요?
신체학대,6,아빠가 가족들을 때려서 병원에 간 적 있어?
신체학대,6,아빠가 그렇게 때려서 얼마나 다쳤어요?
신체학대,6,아까 아빠한테 맞은 적 있다고 했는데 더 이야기 해줄 수 있어?
신체학대,6,아빠가 너희를 때린 것 때문에 경찰이나 다른 사람들이 집에 온 적 있어?
신체학대,6,아빠에게 어디를 뭐로 맞았어요?
신체학대,6,아빠한테 맞았을 때 친구 기분은 어땠어요?
신체학대,6,아빠한테 어떤 부위를 무엇으로 맞았어요?
신체학대,6,"아빠한테 맞은 것 때문에, 병원에 가서 치료를 받은 적 있어요?"
신체학대,6,아빠가 어떤 말을 했는데 안 들었어요?
신체학대,6,아빠에게 맞은 것 때문에 다치거나 병원에 가서 치료받은 적이 있어요?
신체학대,6,아빠한테 맞아서 병원에 가야 했거나 치료받아야 한 적 있어?
신체학대,6,아빠한테 맞은 것 때문에 다치거나 병원에 가서 치료를 받은 적이 있어?
신체학대,6,"아빠한테 맞은 것 때문에, 병원에 간 적 있어요?"
신체학대,6,보모 선생님께 맞아서 얼마나 다쳤어?
신체학대,6,아빠한테 맞아서 상처가 나거나 치료를 받아야 했던 적 있어?
신체학대,6,아빠가 때려서 얼마나 다쳤어?
신체학대,6,아빠가 때려서 병원에 간 적 있어?
신체학대,6,아빠한테 맞을 때 집에 경찰이 오거나 다른 사람이 온 적 있어?
신체학대,6,아빠에게 맞은 것 때문에 다치거나 병원에 가서 치료를 받은 적이 있어요?
신체학대,6,"아까 아빠한테 맞았다고 했는데, 어디를 어떻게 아프게 했어요?"
신체학대,6,아빠한테 맞은 것 때문에 다치거나 병원에 가서 치료받은 적 있어?
신체학대,6,아빠한테 맞은 거 때문에 다치거나 병원에 가서 치료를 받은 적도 있나요?
신체학대,6,아빠가 어떻게 하셨나요?
신체학대,6,아빠한테 맞아서 병원에 갔어?
신체학대,6,아빠가 나를 때리거나 혼내는 걸로 집에 경찰이나 다른 사람이 온 적 있어?
신체학대,6,그 아저씨에게 또 맞은 적이 있어요?
신체학대,6,그 아저씨에게 맞아서 얼마나 다쳤어요?
신체학대,6,아빠한테 무엇으로 얼마나 맞았어?
신체학대,6,아빠한테 맞아서 어디가 얼마큼 다쳤어?
신체학대,6,아빠한테 맞아서 병원에 입원한 적 있어?
신체학대,6,아빠한테 혼난 적 있어?
신체학대,6,아빠나 선생님한테 맞아서 다치거나 병원에 가서 치료받은 적이 있나요?
신체학대,6,아빠한테 어느 부위를 무엇으로 맞았나요?
신체학대,6,아버지에게 맞아서 얼마나 다쳤니?
신체학대,6,아빠 때문에 다치거나 병원에 가서 치료를 받은 적이 있나요?
신체학대,6,아저씨한테 맞아서 얼마나 다쳤어요?
신체학대,6,아빠한테 맞아서 병원에 간 적 있어?
신체학대,6,아빠한테 맞으면 얼마나 다쳤어?
신체학대,6,아빠에게 맞았을 때 병원에 갈 만큼 다친 적이 있어?
신체학대,6,아빠한테 어느 부위를 뭘로 맞았어?
신체학대,6,아빠한테 무엇으로 맞았어요?
신체학대,6,아빠에게 맞은 것 때문에 다치거나 병원에 가서 치료를 받은 적 있어?
신체학대,6,아빠한테 맞은 것 때문에 다쳐서 병원에 가서 치료받은 적이 있나요?
신체학대,6,최근에 아빠가 나를 때린 적이 있어?
신체학대,6,아빠에게 맞아서 얼마나 다친 거야?
신체학대,6,혹시 아빠가 폭력을 사용하셔서 친구가 병원 진료를 받은 적이 있었어?
신체학대,6,아빠에게 맞은 것 때문에 다치거나 병원에 가서 치료를 받은 적도 있어?
신체학대,6,아빠한테 맞고 나서 다쳐서 병원에 간 적도 있어요?
신체학대,6,"아빠한테 맞은 것 때문에 다치거나, 병원에 가서 치료를 받은 적 있어?"
신체학대,7,어느 부위를 무엇으로 맞았나요?
신체학대,7,어디를 꼬집었어요?
신체학대,7,보통 어디를 뭘로 맞아?
신체학대,7,어느 부위를 어떻게 맞았나요?
신체학대,7,어느 부위를 무엇으로 맞았어?
신체학대,7,어디를 무엇으로 맞아?
신체학대,7,맞은 곳은 얼마나 다쳤어요?
신체학대,7,어느 부위를 무엇으로 맞았어요?
신체학대,7,무엇으로 맞았나요?
신체학대,7,어느 부위로 맞았는지 기억해?
신체학대,7,어디를 뭘로 맞았어?
신체학대,7,무엇으로 맞았어요?
신체학대,7,어디를 뭘로 맞아?
신체학대,7,무엇으로 어디를 맞았어요?
신체학대,7,어떤 일이 있었나요?
신체학대,7,어디를 어떻게 맞았어?
신체학대,7,어디를 뭘로 맞았어요?
신체학대,7,어디를 무엇으로 맞았어?
신체학대,7,어디를 어떻게 했나요?
신체학대,7,어느 부위를 무엇으로 맞나요?
신체학대,7,어디를 무엇으로 맞았나요?
신체학대,7,"언제, 어떤 일이 있었어요?"
신체학대,7,어디를 어떻게 맞았어요?
신체학대,7,새아빠에게 어느 부위를 무엇으로 맞았어?
신체학대,7,어떻게 맞게 되었나요?
신체학대,7,어느 부위를 맞았나요?
신체학대,7,주로 어디를 얼만큼 맞았어?
신체학대,7,할머니한테 어디를 무엇으로 얼마큼 맞았어?
신체학대,7,어느 부위를 무엇으로 맞았니?
신체학대,7,어느 부위를 어떤 걸로 맞았어?
신체학대,7,무엇으로 또 맞았나요?
신체학대,7,학원 선생님께 어느 부위를 무엇으로 맞았어?
신체학대,7,어느 부위를 뭐로 맞았는지 기억해?
신체학대,7,어떻게 맞았나요?
신체학대,7,그렇게 맞은 날이 언제인가요?
신체학대,7,어디를 어떻게 했어?
신체학대,7,어느 부위를 어떻게 맞았어요?
신체학대,7,어떤 일로 그랬나요?
신체학대,7,어느 부위를 무엇으로 맞아요?
신체학대,7,어디를 무엇으로 맞았을까요?
신체학대,7,얼마나 맞았어?
신체학대,7,어디를 얼마나 맞았어?
신체학대,7,언제부터 맞았어?
신체학대,7,어느 부위를 무엇으로 맞아?
신체학대,7,어느 부위를 무엇으로 맞았나요? 이런 일이 자주 일어나요?
신체학대,7,어디를 뭐로 맞은 거야?
신체학대,7,어디를 맞았어요?
신체학대,7,보모 선생님한테 어느 부위를 무엇으로 맞았어?
신체학대,7,센터 선생님에게 어느 부위를 무엇으로 맞았나요?
신체학대,7,뭘로 어디를 맞았어요?
신체학대,7,그 아저씨에게 어느 부위를 무엇으로 맞았어요?
신체학대,7,선생님에게 어느 부위를 무엇으로 맞았나요?
신체학대,7,어떤 것으로 맞았는지 기억해?
신체학대,7,어느 부위를 어떻게 맞나요?
신체학대,7,목사님께 어느 부위를 무엇으로 맞았어?
신체학대,7,선생님한테 어느 부위를 어떤 걸로 맞았나요?
신체학대,7,시설 선생님한테 어느 부위를 무엇으로 맞았어?
신체학대,7,무슨 일이 있었나요?
신체학대,7,어느 부위를 어떤 걸로 맞았나요?
신체학대,7,등을 어느 부위를 무엇으로 맞았나요?
신체학대,7,어디를 뭐로 맞았어요?
신체학대,7,새엄마에게 어느 부위를 무엇으로 맞았어?
신체학대,7,아줌마에게 어느 부위를 무엇으로 맞았나요?
신체학대,7,맞은 게 이번이 처음이야?
신체학대,7,어떻게 했어요?
신체학대,7,어머니께 어느 부위를 무엇으로 맞았어?
신체학대,7,누가 어떻게 했어요?
신체학대,7,어떻게 하다가 맞게 되었나요?
신체학대,7,어떤 상황이 있었나요?
신체학대,7,어느 부위를 어떻게 맞았어?
신체학대,7,그게 언제였나요?
신체학대,8,학원 선생님이 때린 이유는 뭐라고 생각해요?
신체학대,8,체육 선생님이 친구를 왜 때린 것 같아요?
신체학대,8,어떻게 우리 친구를 혼내셔?
신체학대,8,학원 선생님이 나를 때리시는 이유는 뭐라고 생각해요?
신체학대,8,친구를 어떻게 때려?
신체학대,8,담임선생님이 나를 때리시는 이유는 뭐라고 생각해요?
신체학대,8,담임선생님에게 맞아서 얼마나 다쳤나요?
신체학대,8,코치 선생님이 나를 때리는 이유는 뭐라고 생각해요?
신체학대,8,오빠가 친구를 때리는 이유는 뭐라고 생각해?
신체학대,8,왜 친구를 때리나요?
신체학대,8,실습 선생님이 나를 때렸던 이유가 뭐예요?
신체학대,8,어디를 맞았나요? 또 다른 걸로도 친구를 때렸나요?
신체학대,8,담임선생님이 나를 왜 때렸어요?
신체학대,8,시설 선생님이 어떻게 때렸나요?
신체학대,8,선생님이 친구를 왜 때리는 것 같아요?
신체학대,8,학원 선생님이 친구를 때리는 이유가 뭐라고 생각해요?
신체학대,8,원장님이 친구를 때리는 이유는 뭐라고 생각해?
신체학대,8,두 분이 친구를 때리는 이유가 뭐라고 생각해요?
신체학대,8,과학 선생님이 왜 나를 때렸다고 생각해요?
신체학대,8,담임 선생님이 나를 때리시는 이유는 뭐라고 생각해요?
신체학대,8,평소 담임 선생님이 자주 때리시나요?
신체학대,8,담임선생님이 어떤 이유로 친구를 때리신 것 같아?
신체학대,8,담임 선생님이 어느 부위를 무엇으로 때렸어?
신체학대,8,시설 선생님이 날 때리시는 이유는 뭐라고 생각해요?
신체학대,8,선생님이 어느 부위를 무엇으로 때렸어요?
신체학대,8,선생님에게 맞아서 얼마나 다쳤어요?
신체학대,8,센터 선생님이 나를 때리시는 이유가 뭐라고 생각해요?
신체학대,8,선생님이 나를 때리시는 이유는 뭐라고 생각해요?
신체학대,8,친구를 때리는 이유는 뭐인 것 같아요?
신체학대,8,학원 선생님이 친구를 때리시는 이유는 뭐라고 생각해?
신체학대,8,선생님이 때리는 이유가 뭐라고 생각해?
신체학대,8,시설 선생님이 나를 왜 때렸어요?
신체학대,8,친구를 어떻게 때렸나요?
신체학대,8,선생님이 때리신 이유가 뭐라고 생각해?
신체학대,8,선생님은 왜 나를 때렸나요?
신체학대,8,별거 아닌 걸로 친구를 때린 거 같아요?
신체학대,8,선생님이 친구를 때린 이유는 뭐인 것 같아요?
신체학대,8,영어 선생님이 어떤 걸로 친구의 어느 부분을 때렸어요?
신체학대,8,오빠가 친구를 때리시는 이유는 뭐라고 생각해요?
신체학대,8,학원 선생님이 친구를 때리는 이유는 뭐라고 생각해요?
신체학대,8,시설 선생님이 그런 건가요? 왜 친구를 때린다 생각하나요?
신체학대,8,선생님이 친구를 어떻게 때렸나요?
신체학대,8,선생님이 친구를 그렇게 때리는 이유가 뭐라고 생각해요?
신체학대,8,선생님이 때리신 이유는 뭐라고 생각해?
신체학대,8,보모 선생님이 친구를 때리는 이유는 뭐라고 생각해요?
신체학대,8,형이 친구를 때리나요?
신체학대,8,친구를 왜 때리는 것 같나요?
신체학대,8,보모 선생님이 친구를 때리시는 이유는 뭐라고 생각해?
신체학대,8,언니가 친구를 왜 때리는 것 같아요?
신체학대,8,선생님이 친구를 때리는 이유는 무엇인가요?
신체학대,8,부모님이 친구를 때리는 이유는 뭐라고 생각해요?
신체학대,8,선생님이 왜 나를 때렸어요?
신체학대,8,그 사람이 친구를 왜 때렸나요?
신체학대,8,어떤 일로 친구를 때렸어요?
신체학대,8,혼낼 때 항상 때리시는 거야? 선생님이 왜 때린 것 같아?
신체학대,8,형이 친구를 때리는 이유는 뭐라고 생각해요?
신체학대,8,보모 선생님이 우리 친구를 때린 이유가 무엇인 것 같아?
신체학대,8,체육 선생님은 나를 왜 때렸나요?
신체학대,8,최근에 센터 선생님이 나를 때리신 적이 있어요?
신체학대,8,친구를 때리는 이유가 뭐라고 생각해요?
신체학대,8,선생님이 왜 때리신 것 같아?
신체학대,8,학원 선생님이 친구를 왜 때렸어요?
신체학대,8,누가 친구를 어떻게 때렸어요?
신체학대,8,선생님이 왜 친구한테 스테이플러를 던진 거 같아요?
신체학대,8,누가 친구를 주로 혼내셔?
신체학대,8,선생님이 나를 때리는 이유가 뭐라고 생각해요?
신체학대,8,시설 선생님은 나를 왜 때렸나요?
신체학대,8,누가 친구를 때렸어?
신체학대,8,선생님이 나를 때리시는 이유가 뭐라고 생각해요?
신체학대,8,선생님이 때린 이유는 뭐라고 생각해요?
신체학대,8,선생님이 왜 나를 때렸다고 생각해요?
신체학대,8,원장 선생님이 때린 이유가 뭐라고 생각해?
신체학대,8,목사님이 친구를 때리신 이유가 뭐라고 생각해?
신체학대,8,목사님이 친구를 왜 때리신 것 같아?
신체학대,8,선생님이 왜 따리+ 때리시는 것 같아요?
신체학대,8,시설 선생님이 때리신 이유가 뭐라고 생각해?
신체학대,8,아저씨가 친구를 때리시는 이유가 뭐라고 생각해요?
신체학대,8,친구를 때리는 이유는 뭐라고 생각해요?
신체학대,8,학원 선생님이 친구를 때리시는 이유가 뭐라고 생각해?
신체학대,8,그 고등학생 형이 나를 때리는 이유가 뭐라고 생각해요?
신체학대,8,혹시 친구를 아무 이유 없이 때린 적 있어요?
신체학대,8,센터 선생님이 친구를 때리는 이유가 뭔가요?
신체학대,8,왜 친구를 때린다고 생각해요?
신체학대,8,친구를 때린 이유는 뭐라고 생각해요?
신체학대,8,선생님이 나를 때린 이유는 뭐라고 생각해요?
신체학대,8,그 아저씨가 왜 친구를 때리는 거 같아요?
신체학대,8,학원 선생님이 때리신 이유가 뭐라고 생각해?
신체학대,8,학원 선생님이 어느 부위를 무엇으로 때렸어?
신체학대,8,친구를 때린 이유가 뭐라고 생각해?
신체학대,8,원장 선생님이 어디를 어떻게 때렸어요?
신체학대,8,원장 선생님이 왜 친구를 때리는 거 같아요?
신체학대,8,체육 선생님이 때리시는 이유는 뭐라고 생각해요?
신체학대,8,누가 친구를 때린 거예요?
신체학대,8,시설 선생님이 왜 나를 때렸다고 생각해?
신체학대,8,선생님한테 맞아서 얼마나 다쳤어요?
신체학대,8,학원 선생님이 나를 왜 때렸어요?
신체학대,8,선생님이 나를 때리는 이유는 뭐라고 생각해요?
신체학대,8,학교 선생님이 나를 왜 때렸어요?
신체학대,8,담임 선생님이 왜 때린 거 같아요?
신체학대,9,아빠가 친구를 때리는 이유는 뭐라고 생각해?
신체학대,9,아빠가 친구를 때린 이유가 무엇이라고 생각하나요?
신체학대,9,아빠가 왜 친구를 때렸어요?
신체학대,9,"아빠가 친구를 2주 전에 때렸다고 했는데, 아빠가 친구를 때리시는 이유는 뭐라고 생각해요?"
신체학대,9,아빠가 친구를 때린 이유가 무엇인 것 같아?
신체학대,9,아빠가 친구를 때리는 이유는 뭐라고 생각해요?
신체학대,9,아빠가 친구를 때릴 때 술을 마시고 때렸었어요?
신체학대,9,아빠가 친구를 언제 때렸어요?
신체학대,9,아빠가 친구를 때린 이유가 있을까요?
신체학대,9,친구의 어디를 아빠가 때렸을까요?
신체학대,9,아빠가 친구를 때리는 이유가 뭐라고 생각해요?
신체학대,9,아빠가 친구를 때리셨던 이유는 뭐라고 생각해요?
신체학대,9,아빠가 친구를 때린 이유는 뭐인 것 같아?
신체학대,9,아빠는 어떤 걸로 친구의 어느 부분을 때려?
신체학대,9,아빠가 왜 친구를 때리는 것 같아요?
신체학대,9,아빠가 왜 친구를 때렸다고 생각해요?
신체학대,9,새아빠가 친구를 그렇게 한 이유가 뭐라고 생각해?
신체학대,9,오빠가 어떤 이유로 친구를 때렸어요.
신체학대,9,아빠가 친구를 때리시는 이유는 뭐라고 생각해요?
신체학대,9,아빠가 친구를 때린 이유가 뭐라고 생각해요?
신체학대,9,아빠가 친구를 때리시는 이유가 뭐라고 생각해?
신체학대,9,왜 아빠가 친구를 때렸다 생각해요?
신체학대,9,아빠가 친구를 무엇으로 어떻게 때려?
신체학대,9,아빠가 친구를 때린 이유가 뭐예요?
신체학대,9,아빠가 친구를 때린 이유가 뭐인 것 같아요?
신체학대,9,아빠가 친구를 왜 때려?
신체학대,9,아빠가 예전에 친구를 때렸던 이유가 뭐라고 생각해요?
신체학대,9,아빠가 친구를 왜 때렸다고 생각해?
신체학대,9,아빠가 친구를 왜 때렸어요?
신체학대,9,아빠가 친구를 왜 때리는 것 같아?
신체학대,9,아빠가 친구를 때리셨던 이유가 뭐라고 생각해?
신체학대,9,아빠가 친구를 때리는 일이 자주 있어요?
신체학대,9,아빠가 친구한테 그렇게 벌을 주는 이유가 무엇이라고 생각하나요?
신체학대,9,최근에 아빠가 친구를 때린 적이 있나요?
신체학대,9,아빠가 친구를 때려서 기분이 어땠어요?
신체학대,9,그 아저씨가 친구를 때린 이유가 뭐라고 생각해요?
신체학대,9,아빠가 친구를 아프게 하는 이유가 뭐라고 생각해요?
신체학대,9,아빠가 어떤 상황에서 친구를 때렸나요?
신체학대,9,그럼 같이 살았을 때는 아빠가 친구를 때리신 이유는 뭐라고 생각해?
신체학대,9,아빠가 친구를 때리는 이유가 뭐라고 생각해?
신체학대,9,아빠가 친구를 때리시는 이유가 뭐라고 생각해요?
신체학대,9,아빠가 친구를 때리는 이유가 무엇인가요?
신체학대,9,최근에 아빠가 친구를 때린 적 있어?
신체학대,9,아빠가 친구랑 언니를 때리는 이유가 뭐라고 생각해?
신체학대,9,아빠가 어떻게 친구한테 때렸어요?
신체학대,9,아빠가 자주 친구를 때려요?
신체학대,9,할아버지가 친구를 때리셨던 이유가 뭐라고 생각해요?
신체학대,9,아빠가 나를 때리시는 이유는 뭐라고 생각해요?
신체학대,9,아빠가 때리신 이유가 뭐라고 생각해?
신체학대,9,아빠가 어느 부위를 무엇으로 때렸어?
신체학대,9,아빠가 때리신 이유를 알아요?
신체학대,9,아빠가 어디를 어떻게 때렸어요?
신체학대,9,아빠가 어떤 거 때문에 때리는 것 같아요?
신체학대,9,아빠가 나를 왜 때렸어요? 어떻게 때렸나요?
신체학대,9,아빠가 왜 나를 때렸다고 생각해요?
신체학대,9,아빠가 나를 때리는 이유는 뭐라고 생각해요?
신체학대,9,아빠가 때리시는 이유가 뭐라고 생각해요?
신체학대,9,아빠가 때리는 이유가 뭐라고 생각해요?
신체학대,9,아빠가 나를 왜 때린다고 생각해요?
신체학대,9,큰아빠가 무엇 때문에 때리는지 이유를 알아요?
신체학대,9,아빠가 나를 때리는 이유가 있나요?
신체학대,9,아빠가 어느 부위를 무엇으로 때렸어요?
신체학대,9,아빠가 때리는 이유는 뭐라고 생각해요?
신체학대,9,아빠가 때리시는 이유는 뭐라고 생각해?
신체학대,9,아빠가 나를 때리는 이유가 뭐라고 생각해?
신체학대,9,아빠가 때린 이유는 뭐라고 생각해요?
신체학대,9,할아버지가 왜 때리는 건가요?
신체학대,9,아빠한테 어떻게 혼나나요? 왜 아빠가 나를 때린다고 생각해요?
신체학대,9,아빠가 나를 때리는 이유가 뭐라고 생각해요?
신체학대,9,아빠가 왜 때리는 것 같나요?
신체학대,9,아빠가 왜 때리는지 이유를 알아?
신체학대,9,왜 아빠가 나를 때리는 거 같아요?
신체학대,9,왜 아빠가 때렸어요?
신체학대,9,아빠가 나를 왜 때리는 것 같아요?
신체학대,9,새아빠가 나를 왜 때렸어요?
신체학대,9,아빠가 왜 나를 때린 것 같아?
신체학대,9,아빠가 어떤 이유로 때려?
신체학대,9,아빠한테는 어떻게 혼나요?
신체학대,9,아빠가 잘못하면 어떻게 혼내세요?
신체학대,9,아빠가 그걸로 어느 부위를 혼내시던가요?
신체학대,9,아빠가 나를 때리시는 이유가 뭐라고 생각해요?
신체학대,9,아빠가 나를 왜 때렸어요?
신체학대,9,아빠가 나를 왜 때렸나요?
신체학대,9,아빠가 너를 왜 때리는 것 같아?
신체학대,9,아빠는 나를 무엇으로 얼마나 때려?
신체학대,9,아빠가 때리신 이유가 뭐라고 생각해요?
신체학대,9,아빠가 뭐로 어디를 때리신 거예요?
신체학대,9,아빠가 왜 때렸나요?
신체학대,9,아빠가 무엇으로 어떻게 때리세요?
신체학대,9,아빠는 나를 왜 때리는 것 같아?
신체학대,9,아빠가 언제부터 나를 때렸어?
신체학대,9,아빠가 나를 때리시는 이유가 뭐라고 생각해?
신체학대,9,아빠가 나를 그렇게 한 이유가 뭐라고 생각해요?
신체학대,9,아빠가 나를 왜 때려요?
신체학대,9,아빠가 어떤 상황에서 때렸나요?
신체학대,9,아빠가 나를 왜 때리는 거 같아요?
신체학대,9,아빠가 때리는 이유가 뭐라고 생각해요? 그리고 어느 부위를 어떻게 때리시나요?
